song_id,title,artist,mood,time_of_day,activity,youtube_link
669,"""Kings & Queens""",Ava Max,Calm,night,reflecting,https://www.youtube.com/watch?v=jH1RNk8954Q
670,"""Coming Home""",Diddy – Dirty Money featuring Skylar Grey,Joyful,evening,relaxing,https://www.youtube.com/watch?v=FOXfbTx_P7c
671,"""Crazy for This Girl""",Evan and Jaron,Empowering,night,exercising,https://www.youtube.com/watch?v=NZkM_nOJ3d4
672,"""Get It Shawty""",Lloyd,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=FADxR_aFPa4
673,"""Suffocate""",J. Holiday,Mysterious,afternoon,exercising,https://www.youtube.com/watch?v=mZUp6Hqzxnk
674,"""Nothin' on You""",B.o.B featuring Bruno Mars,Comforting,morning,exercising,https://www.youtube.com/watch?v=63POUDRcK9E
675,"""Animal""",Neon Trees,Cathartic,night,journaling,https://www.youtube.com/watch?v=gM7Hlg75Mlo
676,"""Thunder""",Imagine Dragons,Nostalgic,afternoon,reflecting,https://www.youtube.com/watch?v=fKopy74weus
677,"""Hips Don't Lie""",Shakira featuring Wyclef Jean,Nostalgic,night,relaxing,https://www.youtube.com/watch?v=DUT5rEU6pqM
678,"""Ordinary People""",John Legend,Calm,night,cooking,https://www.youtube.com/watch?v=PIh07c_P4hc
679,"""Brave""",Sara Bareilles,Romantic,morning,exercising,https://www.youtube.com/watch?v=QUQsqBqxoR4
680,"""X""",Nicky Jam and J Balvin,Nostalgic,afternoon,relaxing,https://www.youtube.com/watch?v=_I_D_8Z4sJE
681,"""Honey, I'm Good.""",Andy Grammer,Calm,evening,journaling,https://www.youtube.com/watch?v=w-99JEIwZq0
682,"""Rockstar""",Post Malone featuring 21 Savage,Romantic,evening,cooking,https://www.youtube.com/watch?v=UceaB4D0jpo
683,"""G.D.F.R.""",Flo Rida featuring Sage the Gemini and Lookas,Comforting,evening,journaling,https://www.youtube.com/watch?v=F8Cg572dafQ
684,"""Dura""",Daddy Yankee,Empowering,night,commuting,https://www.youtube.com/watch?v=sGIm0-dQd8M
685,"""I'm Already There""",Lonestar,Excited,afternoon,journaling,https://www.youtube.com/watch?v=1jm5gfuT9Z4
686,"""Wildest Dreams""",Taylor Swift,Romantic,afternoon,journaling,https://www.youtube.com/watch?v=IdneKLhsWOQ
687,"""Like I Love You""",Justin Timberlake,Comforting,night,cooking,https://www.youtube.com/watch?v=FQ3slUz7Jo8
688,"""Godzilla""",Eminem featuring Juice Wrld,Melancholic,night,commuting,https://www.youtube.com/watch?v=r_0JjYUe5jo
689,"""You're Gonna Miss This""",Trace Adkins,Melancholic,night,cooking,https://www.youtube.com/watch?v=lBDN8yWyNYU
690,"""Pullin' Me Back""",Chingy featuring Tyrese,Cathartic,afternoon,journaling,https://www.youtube.com/watch?v=Ow8653IgT_Q
691,"""Chasing Cars""",Snow Patrol,Nostalgic,night,cooking,https://www.youtube.com/watch?v=GemKqzILV4w
692,"""Sicko Mode""",Travis Scott,Cathartic,morning,commuting,https://www.youtube.com/watch?v=6ONRf7h3Mdk
693,"""No Hands""",Waka Flocka Flame featuring Wale and Roscoe Dash,Nostalgic,afternoon,reflecting,https://www.youtube.com/watch?v=skhxizRYxps
694,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,Comforting,morning,relaxing,https://www.youtube.com/watch?v=fyIcQ1Xl-rs
695,"""Buy Dirt""",Jordan Davis and Luke Bryan,Melancholic,afternoon,relaxing,https://www.youtube.com/watch?v=AKec3LTILRU
696,"""FTCU""",Nicki Minaj,Mysterious,night,reflecting,https://www.youtube.com/watch?v=zE53Otfrr0k
697,"""Te Boté""","Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna",Romantic,morning,reflecting,https://www.youtube.com/watch?v=9jI-z9QN6g8
698,"""King's Dead""","Jay Rock, Kendrick Lamar, Future and James Blake",Calm,evening,exercising,https://www.youtube.com/watch?v=VwAnsAUYnw4
699,"""Lights Down Low""",Max featuring Gnash,Joyful,afternoon,reflecting,https://www.youtube.com/watch?v=5-xVwxqjNyI
700,"""I Turn to You""",Christina Aguilera,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=z4q05resEvc
701,"""She Ain't You""",Chris Brown,Empowering,evening,commuting,https://www.youtube.com/watch?v=7V2GzYcRK9E
702,"""Dance Monkey""",Tones and I,Empowering,afternoon,date,https://www.youtube.com/watch?v=q0hyYWKXF0Q
703,"""Party in the U.S.A.""",Miley Cyrus,Calm,morning,relaxing,https://www.youtube.com/watch?v=M11SvDtPBhA
704,"""Yo (Excuse Me Miss)""",Chris Brown,Empowering,morning,reflecting,https://www.youtube.com/watch?v=yn_6LC4loY8
705,"""Problem""",Ariana Grande featuring Iggy Azalea,Cathartic,night,journaling,https://www.youtube.com/watch?v=iS1g8G_njx8
706,"""Shivers""",Ed Sheeran,Joyful,morning,date,https://www.youtube.com/watch?v=Il0S8BoucSA
707,"""All the Stars""",Kendrick Lamar and SZA,Mysterious,afternoon,relaxing,https://www.youtube.com/watch?v=JQbjS0_ZfJ0
708,"""Cash Shit""",Megan Thee Stallion featuring DaBaby,Excited,afternoon,journaling,https://www.youtube.com/watch?v=2Xe7OAFljOA
709,"""White Horse""",Chris Stapleton,Empowering,night,reflecting,https://www.youtube.com/watch?v=8bRf-EX6kkg
710,"""Just a Lil Bit""",50 Cent,Comforting,evening,date,https://www.youtube.com/watch?v=GllEDACUbNo
711,"""Bodak Yellow""",Cardi B,Joyful,evening,relaxing,https://www.youtube.com/watch?v=PEGccV-NOm8
712,"""Full Moon""",Brandy,Nostalgic,afternoon,reflecting,https://www.youtube.com/watch?v=T5WND4daNuM
713,"""Dancin' in the Country""",Tyler Hubbard,Melancholic,morning,date,https://www.youtube.com/watch?v=ma3L7xWB_1U
714,"""Beer for My Horses""",Toby Keith featuring Willie Nelson,Romantic,evening,commuting,https://www.youtube.com/watch?v=o1JOFhfoAD4
715,"""Best Friend""",Saweetie featuring Doja Cat,Cathartic,afternoon,exercising,https://www.youtube.com/watch?v=_xJUCsyMQes
716,"""Superman (It's Not Easy)""",Five for Fighting,Melancholic,afternoon,exercising,https://www.youtube.com/watch?v=GRz4FY0ZcwI
717,"""These Words""",Natasha Bedingfield,Cathartic,afternoon,reflecting,https://www.youtube.com/watch?v=e5RuGj0g1tk
718,"""Memory Lane""",Old Dominion,Joyful,afternoon,commuting,https://www.youtube.com/watch?v=oRzuQt70rnc
719,"""Small Town Boy""",Dustin Lynch,Calm,night,commuting,https://www.youtube.com/watch?v=pz9yRC-LWhU
720,"""U Don't Have to Call""",Usher,Calm,evening,journaling,https://www.youtube.com/watch?v=3AszPTJXIgM
721,"""Psycho""",Post Malone featuring Ty Dolla Sign,Cathartic,night,relaxing,https://www.youtube.com/watch?v=au2n7VVGv_c
722,"""Like a Boy""",Ciara,Calm,afternoon,relaxing,https://www.youtube.com/watch?v=_HKH7Emy1SY
723,"""I Hope""",Gabby Barrett featuring Charlie Puth,Cathartic,morning,journaling,https://www.youtube.com/watch?v=fDFdVIp6rHg
724,"""Otherside""",Red Hot Chili Peppers,Calm,evening,reflecting,https://www.youtube.com/watch?v=rn_YodiJO6k
725,"""Smack That""",Akon featuring Eminem,Nostalgic,evening,commuting,https://www.youtube.com/watch?v=bKDdT_nyP54
726,"""Industry Baby""",Lil Nas X and Jack Harlow,Cathartic,night,journaling,https://www.youtube.com/watch?v=UTHLKHL_whs
727,"""Heaven""",Kane Brown,Nostalgic,afternoon,journaling,https://www.youtube.com/watch?v=dRX0wDNK6S4
728,"""Feather""",Sabrina Carpenter,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=kLbn61Z4LDI
729,"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,Melancholic,morning,relaxing,https://www.youtube.com/watch?v=lZiaYpD9ZrI
730,"""Thugz Mansion""",2Pac,Nostalgic,afternoon,journaling,https://www.youtube.com/watch?v=7Cz_nOpxgCU
731,"""Rich Girl""",Gwen Stefani featuring Eve,Calm,morning,cooking,https://www.youtube.com/watch?v=9rlNpWYQunY
732,"""Kiss Me thru the Phone""",Soulja Boy Tell 'Em featuring Sammie,Comforting,evening,relaxing,https://www.youtube.com/watch?v=47Fbo4kU2AU
733,"""Last Night""",Morgan Wallen,Joyful,evening,cooking,https://www.youtube.com/watch?v=bUjPPBxbQrQ
734,"""Sunday Best""",Surfaces,Excited,afternoon,exercising,https://www.youtube.com/watch?v=_83KqwEEGw4
735,"""Here (In Your Arms)""",Hellogoodbye,Nostalgic,morning,journaling,https://www.youtube.com/watch?v=6-KQ1tp_qOQ
736,"""She Knows""",Ne-Yo featuring Juicy J,Mysterious,evening,relaxing,https://www.youtube.com/watch?v=Fk1ZO_980DI
737,"""Woman""",Doja Cat,Calm,evening,reflecting,https://www.youtube.com/watch?v=yxW5yuzVi8w
738,"""Delicate""",Taylor Swift,Excited,evening,journaling,https://www.youtube.com/watch?v=tCXGJQYZ9JA
739,"""People Are Crazy""",Billy Currington,Empowering,evening,cooking,https://www.youtube.com/watch?v=PKpQRjj_WbU
740,"""Peaches & Cream""",112,Romantic,afternoon,relaxing,https://www.youtube.com/watch?v=wl2NCXzg1FQ
741,"""Holy""",Justin Bieber featuring Chance the Rapper,Empowering,afternoon,reflecting,https://www.youtube.com/watch?v=pvPsJFRGleA
742,"""Face Down""",The Red Jumpsuit Apparatus,Nostalgic,evening,cooking,https://www.youtube.com/watch?v=6Ux6SlOE9Qk
743,"""Chasing After You""",Ryan Hurd and Maren Morris,Nostalgic,evening,cooking,https://www.youtube.com/watch?v=yKXw_MMm0UA
744,"""Some Cut""",Trillville featuring Cutty,Comforting,evening,cooking,https://www.youtube.com/watch?v=WZd2MEOvdQ4
745,"""7/11""",Beyoncé,Comforting,afternoon,journaling,https://www.youtube.com/watch?v=k4YRWT_Aldo
746,"""Holiday""",Green Day,Excited,night,date,https://www.youtube.com/watch?v=A1OqtIqzScI
747,"""How Do You Like Me Now?!""",Toby Keith,Comforting,evening,commuting,https://www.youtube.com/watch?v=3umaLe37-LE
748,"""Falling""",Trevor Daniel,Comforting,afternoon,journaling,https://www.youtube.com/watch?v=L7mfjvdnPno
749,"""Crush""",David Archuleta,Melancholic,evening,reflecting,https://www.youtube.com/watch?v=6J1-eYBbspA
750,"""Remind Me""",Brad Paisley and Carrie Underwood,Nostalgic,night,date,https://www.youtube.com/watch?v=7qzhngp7jh8
751,"""Don't Know Why""",Norah Jones,Empowering,morning,journaling,https://www.youtube.com/watch?v=tO4dxvguQDk
752,"""The Fighter""",Keith Urban featuring Carrie Underwood,Joyful,evening,cooking,https://www.youtube.com/watch?v=GzT4p-OaJ5c
753,"""Wild Ones""",Jessie Murph and Jelly Roll,Comforting,morning,exercising,https://www.youtube.com/watch?v=MVDJxMxzTL0
754,"""What'chu Like""",Da Brat featuring Tyrese,Romantic,afternoon,relaxing,https://www.youtube.com/watch?v=pKrVAznccZ0
755,"""Lemonade""",Internet Money and Gunna featuring Don Toliver and Nav,Romantic,night,journaling,https://www.youtube.com/watch?v=0opZqh_TprM
756,"""Makes Me Wonder""",Maroon 5,Joyful,evening,commuting,https://www.youtube.com/watch?v=sAebYQgy4n4
757,"""Calling All Angels""",Train,Mysterious,afternoon,cooking,https://www.youtube.com/watch?v=TaG9SDxwPBg
758,"""I Knew I Loved You""",Savage Garden,Romantic,evening,journaling,https://www.youtube.com/watch?v=jjnmICxvoVY
759,"""Mercy""",Shawn Mendes,Comforting,night,exercising,https://www.youtube.com/watch?v=KkGVmN68ByU
760,"""I Like It""",Enrique Iglesias featuring Pitbull,Romantic,night,commuting,https://www.youtube.com/watch?v=X9_n8jakvWU
761,"""Cold Heart (Pnau Remix)""",Elton John and Dua Lipa,Nostalgic,morning,cooking,https://www.youtube.com/watch?v=qod03PVTLqk
762,"""Turn Off the Light""",Nelly Furtado,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=kOL7aeIDruA
763,"""Good for You""",Selena Gomez featuring ASAP Rocky,Nostalgic,evening,journaling,https://www.youtube.com/watch?v=DXKHCgNFk1I
764,"""On the Way Down""",Ryan Cabrera,Excited,evening,reflecting,https://www.youtube.com/watch?v=RWwdh6FGL4M
765,"""Lose Control""",Missy Elliott featuring Ciara and Fatman Scoop,Romantic,evening,date,https://www.youtube.com/watch?v=na7lIb09898
766,"""All My Life""",Lil Durk featuring J. Cole,Nostalgic,night,cooking,https://www.youtube.com/watch?v=Z4N8lzKNfy4
767,"""In da Club""",50 Cent,Mysterious,afternoon,reflecting,https://www.youtube.com/watch?v=5qm8PH4xAss
768,"""Maps""",Maroon 5,Mysterious,afternoon,reflecting,https://www.youtube.com/watch?v=Y7ix6RITXM0
769,"""Better Off Alone""",Alice Deejay,Calm,evening,exercising,https://www.youtube.com/watch?v=Lgs9QUtWc3M
770,"""Drowning""",A Boogie wit da Hoodie featuring Kodak Black,Comforting,afternoon,relaxing,https://www.youtube.com/watch?v=rvaJ7QlhH0g
771,"""Moonlight""",XXXTentacion,Calm,night,commuting,https://www.youtube.com/watch?v=GX8Hg6kWQYI
772,"""Smokin out the Window""",Silk Sonic (Bruno Mars and Anderson .Paak),Nostalgic,night,commuting,https://www.youtube.com/watch?v=GG7fLOmlhYg
773,"""If U Seek Amy""",Britney Spears,Comforting,evening,date,https://www.youtube.com/watch?v=0aEnnH6t8Ts
774,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,Melancholic,afternoon,commuting,https://www.youtube.com/watch?v=AqaQsL-8I_M
775,"""Throw It in the Bag""",Fabolous featuring The-Dream,Romantic,afternoon,commuting,https://www.youtube.com/watch?v=zJOeXh6HyvU
776,"""Water""",Tyla,Empowering,afternoon,date,https://www.youtube.com/watch?v=XoiOOiuH8iI
777,"""Tuesday""",ILoveMakonnen featuring Drake,Mysterious,morning,date,https://www.youtube.com/watch?v=avFq9errZCk
778,"""Last Night Lonely""",Jon Pardi,Romantic,afternoon,date,https://www.youtube.com/watch?v=5GzLsZJo4tw
779,"""Can't Remember to Forget You""",Shakira featuring Rihanna,Comforting,evening,exercising,https://www.youtube.com/watch?v=o3mP3mJDL2k
780,"""Without You""",The Kid Laroi,Nostalgic,night,cooking,https://www.youtube.com/watch?v=SJOKlqJho8U
781,"""Gossip Folks""",Missy Elliott featuring Ludacris,Comforting,afternoon,cooking,https://www.youtube.com/watch?v=kYKI8tAELXY
782,"""Worth It""",Fifth Harmony featuring Kid Ink,Cathartic,afternoon,date,https://www.youtube.com/watch?v=YBHQbu5rbdQ
783,"""Why?""",Jadakiss featuring Anthony Hamilton,Cathartic,night,reflecting,https://www.youtube.com/watch?v=0-cpL--0AQA
784,"""All In My Head (Flex)""",Fifth Harmony featuring Fetty Wap,Joyful,evening,reflecting,https://www.youtube.com/watch?v=jsbeemdD2rQ
785,"""Sober""",Pink,Calm,night,cooking,https://www.youtube.com/watch?v=nJ3ZM8FDBlg
786,"""Por Las Noches""",Peso Pluma,Cathartic,afternoon,exercising,https://www.youtube.com/watch?v=fKp6AZxp9Bg
787,"""It's Five O'Clock Somewhere""",Alan Jackson featuring Jimmy Buffett,Comforting,morning,date,https://www.youtube.com/watch?v=BPCjC543llU
788,"""Un-Thinkable (I'm Ready)""",Alicia Keys,Mysterious,morning,exercising,https://www.youtube.com/watch?v=HhuGQUZJot8
789,"""Music""",Erick Sermon featuring Marvin Gaye,Comforting,night,commuting,https://www.youtube.com/watch?v=lwDjA73caO0
790,"""Don't""",Bryson Tiller,Romantic,evening,cooking,https://www.youtube.com/watch?v=d7cVLE4SaN0
791,"""Look at Me Now""",Chris Brown featuring Lil Wayne and Busta Rhymes,Excited,evening,journaling,https://www.youtube.com/watch?v=8gyLR4NfMiI
792,"""I Hope You Dance""",Lee Ann Womack with Sons of the Desert,Romantic,evening,commuting,https://www.youtube.com/watch?v=RV-Z1YwaOiw
793,"""Fefe""",6ix9ine featuring Nicki Minaj and Murda Beatz,Joyful,evening,reflecting,https://www.youtube.com/watch?v=V_MXGdSBbAI
794,"""Austin""",Dasha,Comforting,morning,reflecting,https://www.youtube.com/watch?v=FyjnbSsZ2tc
795,"""Gigolo""",Nick Cannon featuring R. Kelly,Nostalgic,night,journaling,https://www.youtube.com/watch?v=ENDHD47-8-M
796,"""Shake It""",Metro Station,Joyful,evening,date,https://www.youtube.com/watch?v=_wjFahULCK8
797,"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown",Melancholic,morning,cooking,https://www.youtube.com/watch?v=QkaWdvv-jKg
798,"""Oops!... I Did It Again""",Britney Spears,Excited,night,relaxing,https://www.youtube.com/watch?v=CduA0TULnow
799,"""Beautiful Crazy""",Luke Combs,Melancholic,evening,exercising,https://www.youtube.com/watch?v=rItv9i6c7AY
800,"""Show Stopper""",Danity Kane featuring Yung Joc,Calm,night,reflecting,https://www.youtube.com/watch?v=mO6J_UgmGxA
801,"""Fergalicious""",Fergie featuring will.i.am,Joyful,evening,cooking,https://www.youtube.com/watch?v=5T0utQ-XWGY
802,"""Heaven""",DJ Sammy featuring Yanou and Do,Mysterious,night,reflecting,https://www.youtube.com/watch?v=2em-huMyeNk
803,"""U Remind Me""",Usher,Empowering,morning,reflecting,https://www.youtube.com/watch?v=Bxau9B3jOHM
804,"""I Feel It Coming""",The Weeknd featuring Daft Punk,Nostalgic,night,relaxing,https://www.youtube.com/watch?v=qFLhGq0060w
805,"""Wishing Well""",Juice Wrld,Romantic,evening,exercising,https://www.youtube.com/watch?v=C5i-UnuUKUI
806,"""Don't You Wanna Stay""",Jason Aldean featuring Kelly Clarkson,Calm,evening,exercising,https://www.youtube.com/watch?v=gy7OW3mBOzU
807,"""Loverboy""",Mariah Carey featuring Cameo,Nostalgic,afternoon,journaling,https://www.youtube.com/watch?v=L86YFJYv3RQ
808,"""Na Na""",Trey Songz,Nostalgic,morning,cooking,https://www.youtube.com/watch?v=v0Gu_Yh_keE
809,"""I Write Sins Not Tragedies""",Panic! at the Disco,Empowering,morning,commuting,https://www.youtube.com/watch?v=vc6vs-l5dkc
810,"""How Do You Sleep?""",Jesse McCartney featuring Ludacris,Comforting,night,date,https://www.youtube.com/watch?v=4bsXRqI1WbI
811,"""Say So""",Doja Cat,Joyful,evening,date,https://www.youtube.com/watch?v=pok8H_KF1FA
812,"""What a Girl Wants""",Christina Aguilera,Mysterious,evening,cooking,https://www.youtube.com/watch?v=hpspGHeLOPE
813,"""Milkshake""",Kelis,Romantic,afternoon,journaling,https://www.youtube.com/watch?v=6AwXKJoKJz4
814,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,Mysterious,morning,cooking,https://www.youtube.com/watch?v=APHgDFRpCi0
815,"""Where Were You (When the World Stopped Turning)""",Alan Jackson,Melancholic,afternoon,relaxing,https://www.youtube.com/watch?v=Zj6rMcVNQbw
816,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,Calm,morning,journaling,https://www.youtube.com/watch?v=Jvcv8trEuao
817,"""Toxic""",Britney Spears,Excited,afternoon,commuting,https://www.youtube.com/watch?v=LOZuxwVk7TU
818,"""Pure Water""",Mustard and Migos,Mysterious,evening,journaling,https://www.youtube.com/watch?v=9hJ8lLNWrM4
819,"""American Kids""",Kenny Chesney,Excited,evening,reflecting,https://www.youtube.com/watch?v=de1aPKXBdAE
820,"""Glamorous""",Fergie featuring Ludacris,Melancholic,morning,journaling,https://www.youtube.com/watch?v=q0SyUgw98tE
821,"""Hot Boyz""","Missy Elliott featuring Nas, Eve and Q-Tip",Cathartic,night,exercising,https://www.youtube.com/watch?v=lhlaZFdrvik
822,"""We R Who We R""",Kesha,Romantic,evening,exercising,https://www.youtube.com/watch?v=mXvmSaE0JXA
823,"""Never Again""",Kelly Clarkson,Calm,afternoon,cooking,https://www.youtube.com/watch?v=GVYesEpMr84
824,"""Magnolia""",Playboi Carti,Romantic,morning,commuting,https://www.youtube.com/watch?v=oCveByMXd_0
825,"""Get the Party Started""",Pink,Empowering,evening,commuting,https://www.youtube.com/watch?v=mW1dbiD_zDk
826,"""What Was I Made For?""",Billie Eilish,Melancholic,night,relaxing,https://www.youtube.com/watch?v=cW8VLC9nnTo
827,"""Adventure of a Lifetime""",Coldplay,Romantic,afternoon,exercising,https://www.youtube.com/watch?v=QtXby3twMmI
828,"""No Surprise""",Daughtry,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=yyl24HRGgSU
829,"""Beautiful""",Snoop Dogg featuring Pharrell and Charlie Wilson,Joyful,afternoon,journaling,https://www.youtube.com/watch?v=_FE194VN6c4
830,"""True""",Ryan Cabrera,Nostalgic,evening,reflecting,https://www.youtube.com/watch?v=ujWfA2gDvSI
831,"""Bartender""",Lady Antebellum,Romantic,night,relaxing,https://www.youtube.com/watch?v=_rHuitW9xDc
832,"""Make Me Better""",Fabolous featuring Ne-Yo,Joyful,afternoon,cooking,https://www.youtube.com/watch?v=zyz1oAHY-_g
833,"""Right Round""",Flo Rida,Calm,night,cooking,https://www.youtube.com/watch?v=CcCw1ggftuQ
834,"""Wait""",Maroon 5,Nostalgic,evening,reflecting,https://www.youtube.com/watch?v=4uTNVumfm84
835,"""Forever and for Always""",Shania Twain,Melancholic,afternoon,journaling,https://www.youtube.com/watch?v=IpT-FW_G8-A
836,"""Bossy""",Kelis featuring Too Short,Romantic,morning,date,https://www.youtube.com/watch?v=SSgp-IIgr4I
837,"""Superwoman Pt. II""",Lil' Mo featuring Fabolous,Empowering,night,journaling,https://www.youtube.com/watch?v=VEJsDYhAFqk
838,"""No Type""",Rae Sremmurd,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=wzMrK-aGCug
839,"""Suga Suga""",Baby Bash featuring Frankie J,Mysterious,afternoon,date,https://www.youtube.com/watch?v=6rgStv12dwA
840,"""Broadway""",Goo Goo Dolls,Empowering,morning,commuting,https://www.youtube.com/watch?v=kbwzPzJ6wCU
841,"""Blue (Da Ba Dee)""",Eiffel 65,Calm,afternoon,exercising,https://www.youtube.com/watch?v=68ugkg9RePc
842,"""Don't Tell Me""",Avril Lavigne,Comforting,evening,date,https://www.youtube.com/watch?v=zMbIipvQL0c
843,"""Never Had a Dream Come True""",S Club 7,Calm,evening,commuting,https://www.youtube.com/watch?v=WB9_sf6oV1o
844,"""Need You Now""",Lady Antebellum,Romantic,evening,relaxing,https://www.youtube.com/watch?v=eM213aMKTHg
845,"""She Will""",Lil Wayne featuring Drake,Calm,night,exercising,https://www.youtube.com/watch?v=Fw3H8R5hHEY
846,"""Blessings""",Big Sean featuring Drake and Kanye West,Excited,night,journaling,https://www.youtube.com/watch?v=M6t47RI4bns
847,"""Look Alive""",BlocBoy JB featuring Drake,Mysterious,evening,commuting,https://www.youtube.com/watch?v=NV-3s2wwC8c
848,"""What Ifs""",Kane Brown featuring Lauren Alaina,Comforting,afternoon,commuting,https://www.youtube.com/watch?v=fM8V1XOI-14
849,"""Bluebird""",Miranda Lambert,Excited,night,exercising,https://www.youtube.com/watch?v=nUB8ogvze_8
850,"""Lovers & Friends""",Lil Jon & the East Side Boyz featuring Usher and Ludacris,Calm,evening,relaxing,https://www.youtube.com/watch?v=ghrGEq7yzG8
851,"""Hrs and Hrs""",Muni Long,Romantic,night,exercising,https://www.youtube.com/watch?v=KFLYzRTRGWM
852,"""Don't Happen Twice""",Kenny Chesney,Excited,afternoon,date,https://www.youtube.com/watch?v=ueQgSEN2m9I
853,"""Pompeii""",Bastille,Romantic,afternoon,relaxing,https://www.youtube.com/watch?v=F90Cw4l-8NY
854,"""Vegas""",Doja Cat,Calm,afternoon,exercising,https://www.youtube.com/watch?v=QZp2biJul1c
855,"""We Don't Talk Anymore""",Charlie Puth featuring Selena Gomez,Excited,afternoon,date,https://www.youtube.com/watch?v=3AtDnEC4zak
856,"""Naturally""",Selena Gomez & the Scene,Cathartic,evening,journaling,https://www.youtube.com/watch?v=a_YR4dKArgo
857,"""I'm Not the Only One""",Sam Smith,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=nCkpzqqog4k
858,"""Stuck with U""",Ariana Grande and Justin Bieber,Melancholic,evening,cooking,https://www.youtube.com/watch?v=pE49WK-oNjU
859,"""Karma""",Alicia Keys,Mysterious,night,exercising,https://www.youtube.com/watch?v=EUMC_raxpSc
860,"""Wanksta""",50 Cent,Nostalgic,morning,exercising,https://www.youtube.com/watch?v=ShOQQOy5pf8
861,"""Get It Sexyy""",Sexyy Red,Joyful,evening,relaxing,https://www.youtube.com/watch?v=hUE6Haw_3zg
862,"""Lil Boo Thang""",Paul Russell,Excited,morning,exercising,https://www.youtube.com/watch?v=5AgDZcM8In8
863,"""Someone Like You""",Adele,Empowering,morning,journaling,https://www.youtube.com/watch?v=hLQl3WQQoQ0
864,"""Burn""",Usher,Cathartic,morning,relaxing,https://www.youtube.com/watch?v=t5XNWFw5HVw
865,"""Haven't Met You Yet""",Michael Bublé,Calm,morning,date,https://www.youtube.com/watch?v=1AJmKkU5POA
866,"""Who Says""",Selena Gomez & the Scene,Calm,night,commuting,https://www.youtube.com/watch?v=BzE1mX4Px0I
867,"""Ain't No Other Man""",Christina Aguilera,Joyful,morning,commuting,https://www.youtube.com/watch?v=8x7Ta89QLo4
868,"""Am I Wrong""",Nico & Vinz,Melancholic,afternoon,relaxing,https://www.youtube.com/watch?v=bg1sT4ILG0w
869,"""Hey Ma""",Cam'ron featuring Juelz Santana and Freekey Zekey,Comforting,night,exercising,https://www.youtube.com/watch?v=m60XKqEEnfg
870,"""Try Sleeping with a Broken Heart""",Alicia Keys,Melancholic,night,reflecting,https://www.youtube.com/watch?v=srMBZiqNMaM
871,"""In the Ayer""",Flo Rida featuring will.i.am,Excited,afternoon,exercising,https://www.youtube.com/watch?v=-DsyZdeFjug
872,"""Summer""",Calvin Harris,Joyful,morning,exercising,https://www.youtube.com/watch?v=ebXbLfLACGM
873,"""Dancing with a Stranger""",Sam Smith and Normani,Melancholic,evening,date,https://www.youtube.com/watch?v=av5JD1dfj_c
874,"""Where Is the Love?""",Black Eyed Peas,Romantic,evening,exercising,https://www.youtube.com/watch?v=WpYeekQkAdc
875,"""On Fire""",Lloyd Banks,Calm,morning,date,https://www.youtube.com/watch?v=GjTR6ONPJ_s
876,"""We Can't Be Friends (Wait for Your Love)""",Ariana Grande,Melancholic,evening,date,https://www.youtube.com/watch?v=KNtJGQkC-WI
877,"""All or Nothing""",O-Town,Nostalgic,morning,date,https://www.youtube.com/watch?v=TG8IkUoZ6j0
878,"""Bump, Bump, Bump""",B2K and P. Diddy,Romantic,evening,journaling,https://www.youtube.com/watch?v=CgiX53hjAPc
879,"""With You""",Jessica Simpson,Melancholic,night,exercising,https://www.youtube.com/watch?v=VWl7WjAtBME
880,"""Irreplaceable""",Beyoncé,Nostalgic,morning,date,https://www.youtube.com/watch?v=2EwViQxSJJQ
881,"""What Was I Thinkin'""",Dierks Bentley,Nostalgic,morning,journaling,https://www.youtube.com/watch?v=fTqra4YSsaM
882,"""Chariot""",Gavin DeGraw,Comforting,night,date,https://www.youtube.com/watch?v=JkUnBPdR9RU
883,"""Fast Car""",Luke Combs,Joyful,evening,exercising,https://www.youtube.com/watch?v=Fr7oYjnt3bM
884,"""Chains""",Nick Jonas,Joyful,evening,reflecting,https://www.youtube.com/watch?v=U8UX2bbCHJw
885,"""Piece of Me""",Britney Spears,Excited,morning,date,https://www.youtube.com/watch?v=u4FF6MpcsRw
886,"""I Wish""",R. Kelly,Empowering,night,commuting,https://www.youtube.com/watch?v=LLr2VZVKTX8
887,"""Arcade""",Duncan Laurence,Comforting,afternoon,journaling,https://www.youtube.com/watch?v=51u5fnyrGj4
888,"""Do It to It""",Cherish featuring Sean Paul of the YoungBloodZ,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=dPCS68n0s2I
